personaId,packVersion,scenarioId,nodeId,lineId,text,ko,intent
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_04,haruka_greetings_intro_n5_u04b,日本語を少し話せます,일본어를 조금 말할 수 있습니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_04,haruka_greetings_intro_n5_u04b,日本語を少し話せます。,일본어를 조금 말할 수 있습니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_04,haruka_greetings_intro_n5_u04b,日本語を少し話せ,일본어를 조금 말할 수 있습니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_04,haruka_greetings_intro_n5_u04b,日本語少し話せます,일본어를 조금 말할 수 있습니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_04,haruka_greetings_intro_n5_u04b,일본어를 조금 말할 수 있습니다,일본어를 조금 말할 수 있습니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_04,haruka_greetings_intro_n5_u04b,일본어를 조금 말할 수 있요,일본어를 조금 말할 수 있습니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_04,haruka_greetings_intro_n5_u04b,にほんごを少し話せます,일본어를 조금 말할 수 있습니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_04,haruka_greetings_intro_n5_u04b,日本語を少し話せます 8,일본어를 조금 말할 수 있습니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_05,haruka_greetings_intro_n5_u05a,会えてうれしいです,만나서 기쁩니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_05,haruka_greetings_intro_n5_u05a,会えてうれしいです。,만나서 기쁩니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_05,haruka_greetings_intro_n5_u05a,会えてうれしい,만나서 기쁩니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_05,haruka_greetings_intro_n5_u05a,만나서 기쁩니다,만나서 기쁩니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_05,haruka_greetings_intro_n5_u05a,会えてうれしいです 5,만나서 기쁩니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_05,haruka_greetings_intro_n5_u05a,会えてうれしいです 6,만나서 기쁩니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_05,haruka_greetings_intro_n5_u05a,会えてうれしいです 7,만나서 기쁩니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_05,haruka_greetings_intro_n5_u05a,会えてうれしいです 8,만나서 기쁩니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_05,haruka_greetings_intro_n5_u05b,話せてうれしいです,이야기할 수 있어서 기쁩니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_05,haruka_greetings_intro_n5_u05b,話せてうれしいです。,이야기할 수 있어서 기쁩니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_05,haruka_greetings_intro_n5_u05b,話せてうれしい,이야기할 수 있어서 기쁩니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_05,haruka_greetings_intro_n5_u05b,이야기할 수 있어서 기쁩니다,이야기할 수 있어서 기쁩니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_05,haruka_greetings_intro_n5_u05b,話せてうれしいです 5,이야기할 수 있어서 기쁩니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_05,haruka_greetings_intro_n5_u05b,話せてうれしいです 6,이야기할 수 있어서 기쁩니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_05,haruka_greetings_intro_n5_u05b,話せてうれしいです 7,이야기할 수 있어서 기쁩니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_05,haruka_greetings_intro_n5_u05b,話せてうれしいです 8,이야기할 수 있어서 기쁩니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_06,haruka_greetings_intro_n5_u06a,よろしくお願いします,잘 부탁드립니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_06,haruka_greetings_intro_n5_u06a,よろしくお願いします。,잘 부탁드립니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_06,haruka_greetings_intro_n5_u06a,よろしくお願いし,잘 부탁드립니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_06,haruka_greetings_intro_n5_u06a,よろしくください,잘 부탁드립니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_06,haruka_greetings_intro_n5_u06a,잘 부탁드립니다,잘 부탁드립니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_06,haruka_greetings_intro_n5_u06a,よろしくお願いします 6,잘 부탁드립니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_06,haruka_greetings_intro_n5_u06a,よろしくお願いします 7,잘 부탁드립니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_06,haruka_greetings_intro_n5_u06a,よろしくお願いします 8,잘 부탁드립니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_06,haruka_greetings_intro_n5_u06b,また話したいです,또 이야기하고 싶습니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_06,haruka_greetings_intro_n5_u06b,また話したいです。,또 이야기하고 싶습니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_06,haruka_greetings_intro_n5_u06b,また話したい,또 이야기하고 싶습니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_06,haruka_greetings_intro_n5_u06b,또 이야기하고 싶습니다,또 이야기하고 싶습니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_06,haruka_greetings_intro_n5_u06b,또 이야기하고 싶요,또 이야기하고 싶습니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_06,haruka_greetings_intro_n5_u06b,また話したいです 6,또 이야기하고 싶습니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_06,haruka_greetings_intro_n5_u06b,また話したいです 7,또 이야기하고 싶습니다,choice
haruka,v2,haruka_greetings_intro_n5,haruka_greetings_intro_n5_node_06,haruka_greetings_intro_n5_u06b,また話したいです 8,또 이야기하고 싶습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_01,haruka_greetings_intro_n4_u01a,日本のドラマが好きで勉強しています,일본 드라마를 좋아해서 공부하고 있습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_01,haruka_greetings_intro_n4_u01a,日本のドラマが好きで勉強しています。,일본 드라마를 좋아해서 공부하고 있습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_01,haruka_greetings_intro_n4_u01a,日本のドラマが好きで勉強してい,일본 드라마를 좋아해서 공부하고 있습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_01,haruka_greetings_intro_n4_u01a,日本のドラマ好きで勉強しています,일본 드라마를 좋아해서 공부하고 있습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_01,haruka_greetings_intro_n4_u01a,일본 드라마를 좋아해서 공부하고 있습니다,일본 드라마를 좋아해서 공부하고 있습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_01,haruka_greetings_intro_n4_u01a,일본 드라마를 좋아해서 공부하고 있요,일본 드라마를 좋아해서 공부하고 있습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_01,haruka_greetings_intro_n4_u01a,日本のドラマが好きで勉強しています 7,일본 드라마를 좋아해서 공부하고 있습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_01,haruka_greetings_intro_n4_u01a,日本のドラマが好きで勉強しています 8,일본 드라마를 좋아해서 공부하고 있습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_01,haruka_greetings_intro_n4_u01b,旅行で話したくて勉強しています,여행에서 말하고 싶어서 공부하고 있습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_01,haruka_greetings_intro_n4_u01b,旅行で話したくて勉強しています。,여행에서 말하고 싶어서 공부하고 있습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_01,haruka_greetings_intro_n4_u01b,旅行で話したくて勉強してい,여행에서 말하고 싶어서 공부하고 있습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_01,haruka_greetings_intro_n4_u01b,여행에서 말하고 싶어서 공부하고 있습니다,여행에서 말하고 싶어서 공부하고 있습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_01,haruka_greetings_intro_n4_u01b,여행에서 말하고 싶어서 공부하고 있요,여행에서 말하고 싶어서 공부하고 있습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_01,haruka_greetings_intro_n4_u01b,旅行で話したくて勉強しています 6,여행에서 말하고 싶어서 공부하고 있습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_01,haruka_greetings_intro_n4_u01b,旅行で話したくて勉強しています 7,여행에서 말하고 싶어서 공부하고 있습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_01,haruka_greetings_intro_n4_u01b,旅行で話したくて勉強しています 8,여행에서 말하고 싶어서 공부하고 있습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_02,haruka_greetings_intro_n4_u02a,自然に会話できるようになりたいです,자연스럽게 대화할 수 있게 되고 싶습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_02,haruka_greetings_intro_n4_u02a,自然に会話できるようになりたいです。,자연스럽게 대화할 수 있게 되고 싶습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_02,haruka_greetings_intro_n4_u02a,自然に会話できるようになりたい,자연스럽게 대화할 수 있게 되고 싶습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_02,haruka_greetings_intro_n4_u02a,自然会話できるようなりたい,자연스럽게 대화할 수 있게 되고 싶습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_02,haruka_greetings_intro_n4_u02a,자연스럽게 대화할 수 있게 되고 싶습니다,자연스럽게 대화할 수 있게 되고 싶습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_02,haruka_greetings_intro_n4_u02a,자연스럽게 대화할 수 있게 되고 싶요,자연스럽게 대화할 수 있게 되고 싶습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_02,haruka_greetings_intro_n4_u02a,自然に会話できるようになりたいです 7,자연스럽게 대화할 수 있게 되고 싶습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_02,haruka_greetings_intro_n4_u02a,自然に会話できるようになりたいです 8,자연스럽게 대화할 수 있게 되고 싶습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_02,haruka_greetings_intro_n4_u02b,聞き取りをもっと練習したいです,듣기를 더 연습하고 싶습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_02,haruka_greetings_intro_n4_u02b,聞き取りをもっと練習したいです。,듣기를 더 연습하고 싶습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_02,haruka_greetings_intro_n4_u02b,聞き取りをもっと練習したい,듣기를 더 연습하고 싶습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_02,haruka_greetings_intro_n4_u02b,聞き取りもっと練習したい,듣기를 더 연습하고 싶습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_02,haruka_greetings_intro_n4_u02b,듣기를 더 연습하고 싶습니다,듣기를 더 연습하고 싶습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_02,haruka_greetings_intro_n4_u02b,듣기를 더 연습하고 싶요,듣기를 더 연습하고 싶습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_02,haruka_greetings_intro_n4_u02b,聞き取りをもっと練習したいです 7,듣기를 더 연습하고 싶습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_02,haruka_greetings_intro_n4_u02b,聞き取りをもっと練習したいです 8,듣기를 더 연습하고 싶습니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_03,haruka_greetings_intro_n4_u03a,お名前を聞いてもいいですか,성함을 여쭤봐도 될까요,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_03,haruka_greetings_intro_n4_u03a,お名前を聞いてもいいですか。,성함을 여쭤봐도 될까요,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_03,haruka_greetings_intro_n4_u03a,お名前を聞いてもいいか,성함을 여쭤봐도 될까요,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_03,haruka_greetings_intro_n4_u03a,お名前聞いてもいいか,성함을 여쭤봐도 될까요,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_03,haruka_greetings_intro_n4_u03a,성함을 여쭤봐도 될까요,성함을 여쭤봐도 될까요,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_03,haruka_greetings_intro_n4_u03a,お名前を聞いてもいいですか 6,성함을 여쭤봐도 될까요,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_03,haruka_greetings_intro_n4_u03a,お名前を聞いてもいいですか 7,성함을 여쭤봐도 될까요,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_03,haruka_greetings_intro_n4_u03a,お名前を聞いてもいいですか 8,성함을 여쭤봐도 될까요,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_03,haruka_greetings_intro_n4_u03b,どちらから来ましたか,어디에서 오셨나요,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_03,haruka_greetings_intro_n4_u03b,どちらから来ましたか。,어디에서 오셨나요,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_03,haruka_greetings_intro_n4_u03b,어디에서 오셨나요,어디에서 오셨나요,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_03,haruka_greetings_intro_n4_u03b,どちらから来ましたか 4,어디에서 오셨나요,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_03,haruka_greetings_intro_n4_u03b,どちらから来ましたか 5,어디에서 오셨나요,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_03,haruka_greetings_intro_n4_u03b,どちらから来ましたか 6,어디에서 오셨나요,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_03,haruka_greetings_intro_n4_u03b,どちらから来ましたか 7,어디에서 오셨나요,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_03,haruka_greetings_intro_n4_u03b,どちらから来ましたか 8,어디에서 오셨나요,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_04,haruka_greetings_intro_n4_u04a,日本語はまだ勉強中なんです,일본어는 아직 공부 중이에요,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_04,haruka_greetings_intro_n4_u04a,日本語はまだ勉強中なんです。,일본어는 아직 공부 중이에요,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_04,haruka_greetings_intro_n4_u04a,日本語はまだ勉強中なん,일본어는 아직 공부 중이에요,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_04,haruka_greetings_intro_n4_u04a,日本語まだ勉強中なん,일본어는 아직 공부 중이에요,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_04,haruka_greetings_intro_n4_u04a,일본어는 아직 공부 중이에요,일본어는 아직 공부 중이에요,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_04,haruka_greetings_intro_n4_u04a,にほんごはまだ勉強中なんです,일본어는 아직 공부 중이에요,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_04,haruka_greetings_intro_n4_u04a,日本語はまだ勉強中なんです 7,일본어는 아직 공부 중이에요,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_04,haruka_greetings_intro_n4_u04a,日本語はまだ勉強中なんです 8,일본어는 아직 공부 중이에요,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_04,haruka_greetings_intro_n4_u04b,ゆっくり話してもらえると助かります,천천히 말해주시면 도움이 됩니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_04,haruka_greetings_intro_n4_u04b,ゆっくり話してもらえると助かります。,천천히 말해주시면 도움이 됩니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_04,haruka_greetings_intro_n4_u04b,ゆっくり話してもらえると助かり,천천히 말해주시면 도움이 됩니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_04,haruka_greetings_intro_n4_u04b,천천히 말해주시면 도움이 됩니다,천천히 말해주시면 도움이 됩니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_04,haruka_greetings_intro_n4_u04b,ゆっくり話してもらえると助かります 5,천천히 말해주시면 도움이 됩니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_04,haruka_greetings_intro_n4_u04b,ゆっくり話してもらえると助かります 6,천천히 말해주시면 도움이 됩니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_04,haruka_greetings_intro_n4_u04b,ゆっくり話してもらえると助かります 7,천천히 말해주시면 도움이 됩니다,choice
haruka,v2,haruka_greetings_intro_n4,haruka_greetings_intro_n4_node_04,haruka_greetings_intro_n4_u04b,ゆっくり話してもらえると助かります 8,천천히 말해주시면 도움이 됩니다,choice
